chr---			
chr---			
chr---			
chr1	12144521	12144601	1
chr1	12164474	12164577	1
chr1	25666982	25667057	1
chr1	38167452	38167476	1
chr1	38171141	38171179	1
chr1	42880207	42880502	1
chr1	43665065	43665158	1
chr1	43826422	43826536	1
chr1	43827939	43827963	1
chr1	45213327	45213358	1
chr1	45220425	45220516	1
chr1	47534704	47534733	1
chr1	47548008	47548109	1
chr1	47550124	47550269	1
chr1	47571831	47571861	1
chr1	47571868	47571895	1
chr1	52250164	52250194	1
chr1	52253491	52253790	1
chr1	60223629	60223664	1
chr1	61798205	61798242	1
chr1	65691748	65691856	1
chr1	70877293	70877333	1
chr1	70881639	70881683	1
chr1	110456941	110456996	1
chr1	110562183	110562228	1
chr1	110563354	110563465	1
chr1	150266755	150266782	1
chr1	154950481	154950575	1
chr1	162688854	162688887	1
chr1	162743301	162743374	1
chr1	165619103	165619188	1
chr1	165623536	165623568	1
chr1	183079624	183079782	1
chr1	184559913	184559949	1
chr1	184588653	184588683	1
chr1	212218002	212218071	1
chr1	212220494	212220531	1
chr1	212241579	212241669	1
chr1	212241941	212242029	1
chr1	214776567	214776598	1
chr1	214776613	214776648	1
chr1	214822110	214822138	1
chr1	214825081	214825188	1
chr1	215753259	215753332	1
chr1	233497985	233498038	1
chr1	233518363	233518440	1
chr1	237632392	237632475	1
chr1	237656255	237656381	1
chr1	237756781	237756911	1
chr1	237758805	237758926	1
chr1	237924269	237924304	1
chr1	242023854	242024004	1
chr1	249230822	249230852	1
chr1	9097956	9097992	-1
chr1	9101844	9101874	-1
chr1	11158090	11158197	-1
chr1	26227213	26227393	-1
chr1	33361519	33361559	-1
chr1	33475782	33475998	-1
chr1	45243718	45243773	-1
chr1	47311370	47311394	-1
chr1	47325367	47325428	-1
chr1	47348901	47348962	-1
chr1	47351152	47351253	-1
chr1	47365932	47366001	-1
chr1	47767242	47767409	-1
chr1	51049329	51049365	-1
chr1	59247601	59247697	-1
chr1	63009351	63009416	-1
chr1	63974201	63974235	-1
chr1	68941867	68942377	-1
chr1	100207739	100207823	-1
chr1	113455939	113456511	-1
chr1	117119946	117120092	-1
chr1	117122014	117122142	-1
chr1	117147977	117148293	-1
chr1	161654949	161654979	-1
chr1	165712464	165712492	-1
chr1	169961321	169961346	-1
chr1	173834648	173834683	-1
chr1	173835123	173835147	-1
chr1	175393893	175394028	-1
chr1	197059486	197059518	-1
chr1	197094212	197094301	-1
chr1	197099047	197099147	-1
chr1	197112764	197112911	-1
chr1	202302365	202302450	-1
chr1	202302585	202302674	-1
chr1	202736537	202736564	-1
chr1	211844548	211844575	-1
chr1	212859870	212860077	-1
chr1	212860133	212860301	-1
chr1	220375618	220375707	-1
chr1	229631640	229631763	-1
chr1	230973329	230973413	-1
chr1	243289681	243289744	-1
chr1	143912216	143912245	-1
chr1	143897077	143897326	-1
chr1	9642526	9642555	1
chr1	15578283	15578357	1
chr1	15635150	15635228	1
chr1	28834644	28834668	1
chr1	32508242	32508277	1
chr1	39492006	39492045	1
chr1	39494524	39494559	1
chr1	43685070	43685175	1
chr1	43687059	43687133	1
chr1	44447361	44447395	1
chr1	45221805	45221892	1
chr1	45228246	45228280	1
chr1	47535146	47535174	1
chr1	47535186	47535265	1
chr1	47550298	47550359	1
chr1	47550498	47550620	1
chr1	47581207	47581231	1
chr1	47582331	47582402	1
chr1	53343597	53343631	1
chr1	61921960	61922001	1
chr1	63282448	63282473	1
chr1	65691947	65692285	1
chr1	65692753	65692783	1
chr1	76253580	76253644	1
chr1	76255171	76255195	1
chr1	110459950	110460078	1
chr1	110555007	110555068	1
chr1	110564867	110566085	1
chr1	150280668	150280778	1
chr1	151196852	151196882	1
chr1	155300366	155300495	1
chr1	156706516	156706545	1
chr1	162745462	162745631	1
chr1	163298649	163298697	1
chr1	165624709	165624737	1
chr1	168154017	168154108	1
chr1	183085922	183086015	1
chr1	185060714	185060743	1
chr1	202039989	202040069	1
chr1	203839007	203839058	1
chr1	212220674	212220747	1
chr1	212236250	212236277	1
chr1	212245443	212245533	1
chr1	212253986	212254020	1
chr1	214787061	214787094	1
chr1	214830467	214830692	1
chr1	214832218	214832354	1
chr1	215775438	215775533	1
chr1	220318944	220318995	1
chr1	234765105	234765446	1
chr1	237528588	237528621	1
chr1	237538041	237538066	1
chr1	237664011	237664184	1
chr1	237765344	237765401	1
chr1	237777411	237777944	1
chr1	237958589	237958615	1
chr1	237961345	237961466	1
chr1	244849911	244849939	1
chr1	245006641	245006814	1
chr1	6281541	6282098	-1
chr1	11151132	11151206	-1
chr1	26227511	26227573	-1
chr1	26227982	26228014	-1
chr1	28907464	28907493	-1
chr1	32374512	32374552	-1
chr1	36101911	36101971	-1
chr1	45285588	45285617	-1
chr1	47333619	47333662	-1
chr1	47352923	47352967	-1
chr1	47357348	47357377	-1
chr1	47716882	47717012	-1
chr1	47728601	47728643	-1
chr1	51754530	51754621	-1
chr1	53458651	53458796	-1
chr1	63018403	63018434	-1
chr1	68947241	68947267	-1
chr1	68955253	68955291	-1
chr1	84372013	84372143	-1
